"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"mSp_rep7_011",0.0123543041213669,0.0020418226666809,0.000188791377313066,0.000693004298917744,0,0,0.000793325680377238,0.00449708761095876,0.010320023938679,0.00967006419516099,0,0,0,0,0,0,0.00137250820988099,0.00465108893871651,2.60993063696187e-06,0,0.000454130453410598,0,0,0,0,0,0.00239155535189045,0,0.000205000737090473,0.000389171947233828
"mSp_rep7_257",0,0,0,0.00850011328489029,0,1.0660199511497e-05,0.00633368102039263,0.00458922532663447,0.00157280295610624,0,0,0.00161005240103488,0.0039748424328345,0,0.00112462860798747,0.00653895066956245,0.00219466220636626,0.000243060683191736,0.000295375538960302,0.000429880143915665,0.0209293639418587,0,0.00167692347818253,0,0,0,0,0,1.58991453048839e-05,0
"mSp_rep7_147",0.0145063483693705,0,0.00516779882001582,0,0.000522152044056268,0,3.08756225777701e-07,0.00192578940888923,0.0120642373088138,0.00110907443692069,0,0,0,0,0.000700605116239056,0,0.0113423557485051,0.00463130973124064,0.00520147892185908,0.00222607373190859,0,0,0,0,0,0,0,0,0,0.000700565412168338
"mSp_rep7_201",0.00345891354654402,0.00250474250348013,0.00117560864581396,0,0.000562847639721852,0.00124904215072059,0,0,0.00274584552235412,0.00757668240945335,0.000690699640997288,0.00723461787485858,0,0.00224471483814666,0.00150820120262684,0.00878968930240996,0.00420967751721878,0,0.00193971101745967,0.00478573203152357,0,1.15454580875503e-05,0.00169847462594749,0.0125745813201764,0.00356872559130367,0.0202562123548543,0.00221084725839627,0.00225388034203557,0,0
"mSp_rep7_336",0.0028588998552172,0,0.0186567810068283,0.00160361334123678,0,0,0,0,0.00242047844771769,0.000584285328278171,0,0.000254748502477413,0,0.00068794990814286,0.00175767040055491,0.00727664366913866,0.00622203297520459,0.00584906760386836,0,0.00773075524509239,0,0,0,0.015764021351153,0.00728208916773116,0.0168041358180569,0.000950744199611041,0.0032811029361263,0,0
"mSp_rep7_229",0,0,0.00333311940110696,1.88200525322304e-06,0,0.00238483810668992,0,0.00891178885429574,0.000616154041874113,0,0.000576985857879217,0,0,0,0.0021085153875762,0,0.000746595294992879,0.0143611253254912,0.00088772112355886,0.0352322757307878,0.000625394350114876,0,2.15488480596042e-06,0,0.00190656003804855,0,0.000493553958131866,0,0,3.45370895553824e-05
"mSp_rep7_020",7.52485907106744e-06,0,3.07919635311223e-05,0.000326660091004243,0,0,0,9.99864425818279e-05,9.24083622434423e-06,0,0.00136115412364615,0,1.11702436921578e-05,0,0.00251080628341048,0,0,0,0.0794825823222541,0.00246394171640466,0.00416997378116756,0.0376163528033248,5.57438861537218e-05,0,0,0,0,0.0217624554563285,1.08523338951392e-05,0.00175825803796584
"mSp_rep7_172",0.000577660553564125,0.00059869425492199,0,0.00189502434010937,0.0061098238147797,0,0.0300661772142788,0.00936310176622513,0,0.00015854787959643,0,0,0,0,0.00372744551239038,0.00238040229013731,0.000273759217870833,2.66930016193037e-05,0,0,0.0093297474768567,0.00748098786914633,0,0.000156106005600632,0,0,0,0.0198422957744107,4.27799761708404e-05,0
"mSp_rep7_057",0,0,0.000594798451333942,0.00217786323110061,3.72115817999957e-08,0.0028514893959094,0,0.000276204287216836,0.000190117801523395,1.09172992695819e-06,0,0.00097932019999916,0.00393618076273174,0.135736753227842,0,0.00179631172825924,0,0,0.00323251064801337,0.00802675246511376,6.08829957347054e-05,0,0.0124267229480654,0,0.0031007544036988,0,0,0,0.00193691864640429,0
"mSp_rep7_240",0.00991217070384349,0.00174098648179188,0.0137683110891445,0.00169174989817581,0,0.00138797878725753,0.00013197607962637,0.0018314854668239,0.00149274269263006,0,0,0,0,0,0.000125734674673403,0.00164729136323926,0.00404338976268125,0,0,0.00572748189421596,0,0.000149316589656302,0,0.0129570729946779,0,0.0194365487040108,0.00469042833317454,0,0,0.000294685853213706
