"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"mSp_rep7_113",0.0044030470690918,0,0,0.00113037409921336,0.0256456283303634,0,0.0058334268875931,0.0235850979375561,0.0038735790913902,0.00314387319358721,0,0.0073478650634282,0.0125739309624562,0,0.00266597369102709,0.00204004759033944,0.00632847472303158,0,0,0
"mSp_rep7_258",0.00116501311017945,0.000141950979308895,0,0.00212291272747725,0.0306524986745963,0.00100857681427305,0.00332537284278229,0.0233991126100952,0,0,0,0.00486575401776059,0.0110114959970116,0.00310890124235394,0.00369113328122374,0.00268552674659565,0.00172209050118724,0,0.0023483663419078,0.00612882347238415
"mSp_rep7_040",0.00451774067921302,0,0,0,0.00822836138478153,0.0093407202877842,0.00733524878038882,0.00858839677803931,0,0,0.013503990695342,0.00265899654398564,0,0.00509048994030877,0,0.00248887874222443,0,0.0430912691724146,0.0307390989668435,0
"mSp_rep7_080",0.00628636383176968,0,0,0,0.0217575941062128,0.00260330671422144,0,0.0305482241514328,0.0149145705238409,0,0.00641197911709168,0.00541377427206359,0,0.00131746346856388,0.00190364266560686,0.00601048271615796,0,0.000515249782392976,0.00146688083140862,0
"mSp_rep7_255",0.00315095038521603,0.026633409249487,0,0.00117665155914764,0,0.00247697797172472,0.00380276382397924,0.0200700640726427,0,0.0187065269656803,0,0.00623911399136926,0,0.00667828135148487,0.0173823779897969,0,0,0,0.00115725822112797,0
"mSp_rep7_278",0.000551597524665898,0,0.0013524668697159,0,0.0262571764943622,0.00305009462758344,0.00426924507839571,0.0197164465750578,0.012918872576414,0.00339954635606958,0,0.00558326234478958,0.00653321413589519,0.0019075606206003,0,0.00144747841900489,0,0,0.000990165935694756,0
"mSp_rep7_073",0.00209944232428982,0,0.000563871997486311,0,0.0281033612651333,0.0068465289278316,0.0040935199894132,0.0200970572795529,0.00474414083537565,0,0.00589255841089618,0.0062857756898054,0.00938548178631616,0.00537003412617078,0.00589673316715547,0.00459478132796316,0,0,0,0.000609981772721243
"mSp_rep7_090",0,0,0,0.000133603275127829,0.0298750974603991,0.00132037583016803,0,0.0269787953880806,0.0065194286297745,0.000254398011535788,0,0.0038098642948019,5.53740651939297e-05,0.00141900613270428,0.00566750028420882,0,0,0,0.00236074582101685,0
"mSp_rep7_029",0.00405246463393623,0.0305115149198006,0.000251461443008384,0.000489621687276592,0,0,0.00023973777100781,0.0167336066664666,0,0.0168785248860189,0,0.00778209156913668,0.00539338275896136,0.00461369660351669,0.0129385957285213,0,0.000936930420555411,0,0.00249812989255849,0
"mSp_rep7_261",0.00153725406318939,0.0285076993582754,0,0,0,0,0,0.0201908742332441,0.00210029374588371,0.0184690245462231,0.00443460302245306,0.00102318844316416,0,0.00293286661483055,0.0108226080831116,0,0.00647155116148449,0.00088408835805619,0,0
"mSp_rep7_023",0,0,0.00151809235747132,0.00246764712497357,0.0265235392807243,0.00212968634345847,0.000920779888880655,0.0283465316399207,0,0,0,0.002224780907505,0.0180649355482768,0.00133437766014764,0.00590798394681346,0,0,0,0,0.00962744766053124
"mSp_rep7_112",0.00251178048166311,0,0,0,0.0273289207799157,0,0.00167874230861741,0.0239531323411757,0.00727565071491579,0,0.0016458107878111,0.0034109642749397,0.00699096422834768,0.00491566679283049,0.00586943359333461,0,0,0.00473563910471032,0,0
"mSp_rep7_078",0.00522386797058557,0,0.000440893648149706,0,0.0225239827919207,0,0.00662948988734858,0.0257614898916713,0.00968945052720749,0.00113469335624553,0.000714434981788311,0.0062901801649805,0.0060290376116344,0.00322689461371984,0.00427589790003112,0,0,0.00021008637973245,0.00271375455730875,0
"mSp_rep7_217",0.00375098399655165,0,0,0.000378994749651796,0.0289853615812266,0,0.00106172535059943,0.0293582655425595,0.00851679001545724,0.00189369901491794,0,0,0.00359973439798457,0.00142281987226072,0.0013863834050487,0.00230860624133978,0,0.000280483401076624,0.00161066983313735,0
