"","V1","V2","V3","V4","V5","V6","V7","V8"
"mSp_rep7_243",0,0.00530659014121447,0,0.000359534037697314,0,0.00410068642231125,0.0280230946285477,0.00558994717913184
"mSp_rep7_106",0.00116977770200926,0,0,0,0.0422118677535134,0,0.000461933905397659,0.00385511060423581
"mSp_rep7_247",0,0,0,0,0.0491757061951302,0,0.00821262793226115,0.000339154422486212
"mSp_rep7_148",0.000616929283043845,0,0,0,0.00286265503652166,0.00114205204597675,8.98322590246581e-07,0.0430315167297884
"mSp_rep7_295",0,0.00743880828716024,0.00372984134699844,0,0.00314689904088406,0,0.00275849645556787,0.0212146038700482
"mSp_rep7_360",0.00529647073979636,0.0118913905454361,0.00925924338821187,0.0034689694052847,0,0.00847281379065983,0,0
"mSp_rep7_142",0.00107385391948486,0.00105566087878664,0.0122349369300846,0.000501311849037758,0.00483293962858393,0,0,0.030626461209916
"mSp_rep7_186",0.000572195462016082,0,0.00142655532451534,0,0.00179618317999858,0.000391067312734413,0.00116134291153877,0.0377877535020109
"mSp_rep7_190",0.00205616379425119,0.000360470014761383,0.000730001570181396,0.0947627842850644,0.00300466493601652,0.00087629661585781,0,0
"mSp_rep7_028",0.00179340909158141,0.00214257215840597,0.00232872498460512,0,0.0454446567943853,0.00046712213306043,0,0.000339154422486212
"mSp_rep7_184",8.14041542000357e-09,0,0,0.00326461946204736,0,0.000176563525870074,8.98322590246581e-07,0.0493556190357324
"mSp_rep7_193",0,0,0.00981735175599956,0,0,0,0.00163306291483409,0.0361108806826678
"mSp_rep7_157",0.0315834643719907,0.00862015691113301,0.0275796804149315,0,0,0,0,0.0165692955696662
"mSp_rep7_108",0,0.00232036787261206,0.00895484936646314,0,0.00331373237826465,0,0,0.0395687414717448
"mSp_rep7_095",0,0.00152550461360209,0,0.000359534037697314,0.0301923886033273,0.0499438951726189,0.0303750362762944,0
"mSp_rep7_212",0.00589018708695952,0,0.00996389525634895,0.00148191091060213,0.00107755635238956,0.00166172194267799,0,0.0302189872785049
"mSp_rep7_151",8.14041542000357e-09,0.00749395462313674,0,0.000165741023557849,0,0.00154393514769412,0.00367917376511138,0.0442954581593096
"mSp_rep7_177",0.000952144312322917,0,0,2.38737095973368e-05,0.00101315064488983,0.000425627893189776,0.000281250430572734,0.0407801137104985
"mSp_rep7_125",0.000890249819472375,0,0.00601343206785008,0,0,0,0.0074062690495548,0.0349068617027975
"mSp_rep7_292",8.14041542000357e-09,0.00346494190735281,0.00109826730877597,0,0.00128174804740842,0.000388033549228979,8.98322590246581e-07,0.0373121660321806
"mSp_rep7_334",0.00839494732590628,0,0.00733043732080721,0.0223653298187407,0,0.0057700374143726,0.0123863983196478,0
"mSp_rep7_104",8.14041542000357e-09,0.00300835596353853,0,0.00139862594812568,0,0.0031558682628246,0.00454150421017147,0.0475846720407714
"mSp_rep7_008",0.00243436318409192,0.00106719869143651,0.00207223623914871,0.000101373510337672,0,0,8.98322590246581e-07,0.0403689175241205
"mSp_rep7_093",0,0,0.0184299936980969,0.00167940923340764,0,0,0,0.0313241233510129
"mSp_rep7_013",0.000174979950992209,0.00145763608873371,0.000636000290696257,0,0.0453209423490146,0,0.00477418360296337,0.000339154422486212
"mSp_rep7_367",4.31039968071762e-05,0,0.00242335310536295,0,0.025309958392979,0,0,0.0028220587236805
"mSp_rep7_136",0.00198313528798836,0,0.00672789973360591,0,0.00210422598683348,0,0,0.0331050938002905
"mSp_rep7_054",5.15919295931715e-05,0.00228861852245376,0.00467635501218644,0,0.00541992370843369,0,0.00732313609136885,0.036936802846924
"mSp_rep7_281",8.14041542000357e-09,0,0,0,0,0.00278889774813792,0.0107905103777773,0.0471228095337696
"mSp_rep7_156",0,0.00252165005490184,0.00855052764590833,0,0,0,0.011563685624737,0.0277448655973759
"mSp_rep7_262",0,0.0090946755369971,0.00700548371857634,0,0.00136508407049193,3.34035916528171e-05,0,0.0369008542490601
"mSp_rep7_009",0,0,0.0210832977061428,0,0.00357951111554198,0,0,0.0226803591851233
"mSp_rep7_204",0.0025750446879045,0,0,0.0126253302847584,0.0331200060199655,0,0.0558455618863546,0.00452539871575927
"mSp_rep7_312",0,0.0060303512515166,0,0.120525599110543,0.000428820374033805,0.0003317555074473,0,0
"mSp_rep7_248",0,0,0,0.00354530869393871,0.0238733660803356,0.036942511543881,0.0235724560331944,0.00524687877434453
"mSp_rep7_158",0.00474765753771992,0.00719674735289341,0.0481717945796673,0,0.000128268979983778,0,0,0.0209840443703703
"mSp_rep7_059",0.00874619782432104,0,0.000169293707245325,0.000359534037697314,0.0205249124541867,0,0.0320630818972054,0
"mSp_rep7_085",0.0374994882352647,0,0.00603350959175688,0,0.00919710992791399,0,0,0.0318246597374886
"mSp_rep7_218",0.000835928842814669,0,0,4.6150542085543e-05,0.0309918872689143,0.0009529609611146,0.00162165659719034,0.00635269519580517
"mSp_rep7_118",0.000130649393017807,0,0.0276625540346874,0,0.00255122093435734,0,0,0.021929728087541
"mSp_rep7_268",0.0256028488449911,0.0550615891545241,0.00270416895188562,0.00116157689706482,0.00461874751412969,0,0,0.000603588380576304
"mSp_rep7_128",0,0.00313541201785829,0,0,0.0403464667899007,0,0.0101210921043053,0.00168183439527585
"mSp_rep7_150",0,0,0.00295829905959019,0.0126617156061312,0.0305743862987473,0,0.0222091231775431,0.000539248090006074
"mSp_rep7_284",0,0,0.00297954461672619,0.0227510163672085,0.0371672822410541,0,0.0172509828782593,0.00159468128447209
